PERMIT NUMBER,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ISSUED DATE,EXPIRATION DATE,PAYMENT DATE,ADDRESS,ADDRESS NUMBER START,ADDRESS NUMBER,STREET DIRECTION,STREET,STREET TYPE,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LATITUDE,LONGITUDE,LOCATION
1131118,207,1,"TWIN ANCHORS, INC.",TWIN ANCHORS,04/10/2018,12/01/2018,03/21/2018,1655 N SEDGWICK ST,1655,1655,N,SEDGWICK,ST,CHICAGO,IL,60614,2,23,2-23,18,41.912687205,-87.638490569,"(41.912687204698344, -87.63849056944863)"
1132717,294147,1,PLAYERS ON OGDEN LLC,MAHONEY'S,04/09/2018,12/01/2018,04/06/2018,551 N OGDEN AVE,551,551,N,OGDEN,AVE,CHICAGO,IL,60642,27,41,27-41,12,41.892383831,-87.657726973,"(41.89238383133604, -87.6577269732313)"
1132696,366847,1,THE ITALIAN JOB LLC,SIENA TAVERN,04/09/2018,12/01/2018,04/06/2018,51 W KINZIE ST,51,51,W,KINZIE,ST,CHICAGO,IL,60654,42,55,42-55,18,41.889118078,-87.629923303,"(41.88911807836364, -87.62992330278485)"
1132693,2681,2,"MORY'S, LTD.",PIPPIN'S TAVERN,04/09/2018,12/01/2018,04/06/2018,806 N RUSH ST,806,806,N,RUSH,ST,CHICAGO,IL,60611,42,32,42-32,18,41.896926926,-87.625857956,"(41.896926926058576, -87.62585795579281)"
1132692,4180,1,"STREETER'S TAVERN, INC.",STREETERS TAVERN,04/09/2018,12/01/2018,04/06/2018,50 E CHICAGO AVE,50,50,E,CHICAGO,AVE,CHICAGO,IL,60611,42,32,42-32,18,41.896814039,-87.626277823,"(41.89681403921755, -87.62627782343786)"
1132691,8622,2,804 NORTH RUSH CORP.,DOWNTOWN DOGS,04/09/2018,12/01/2018,04/06/2018,804 N RUSH ST,804,804,N,RUSH,ST,CHICAGO,IL,60611,42,32,42-32,18,41.896858321,-87.625829202,"(41.896858320721826, -87.62582920151347)"
1132355,4095,1,"LAS MANANITAS, INC.",LAS MANANITAS,04/09/2018,12/01/2018,04/09/2018,3523 N HALSTED ST,3523,3523,N,HALSTED,ST,CHICAGO,IL,60657,46,24,46-24,19,41.946201295,-87.649304634,"(41.94620129474902, -87.6493046342878)"
1132309,281776,1,"GABI CABRERA, INC.",LALO'S MEXICAN RESTAURANT,04/09/2018,12/01/2018,04/09/2018,733 W MAXWELL ST,733,733,W,MAXWELL,ST,CHICAGO,IL,,11,3,11-3,12,41.864681242,-87.646365856,"(41.864681242184645, -87.64636585589753)"
1132273,359169,1,"UB DOGS, INC.",UB DOGS,04/09/2018,12/01/2018,04/09/2018,185 N FRANKLIN ST,185,185,N,FRANKLIN,ST,CHICAGO,IL,60606,42,9,42-9,1,41.88541737,-87.635256495,"(41.88541736970022, -87.63525649485959)"
1132267,401987,1,"ARTANGO BISTRO, LLC",ARTANGO BAR AND STEAKHOUSE,04/09/2018,12/01/2018,04/09/2018,4767 N LINCOLN AVE,4767,4767,N,LINCOLN,AVE,CHICAGO,IL,60625,47,20,47-20,19,41.968405328,-87.688271821,"(41.96840532791772, -87.68827182075509)"
1132063,387121,1,BLACK ROCK RESTAURANTS LLC,THE MARQ,04/09/2018,12/01/2018,04/09/2018,60 W ADAMS ST,60,60,W,ADAMS,ST,CHICAGO,IL,60603,42,9,42-9,1,41.879535234,-87.630024211,"(41.879535234081224, -87.63002421135039)"
1131999,22622,6,"PEET'S COFFEE, INC.",PEET'S COFFEE & TEA,04/09/2018,12/01/2018,04/05/2018,20 N MICHIGAN AVE,20,20,N,MICHIGAN,AVE,CHICAGO,IL,60602,42,9,42-9,1,41.882540202,-87.624530945,"(41.88254020245772, -87.62453094472777)"
1131998,22622,8,"PEET'S COFFEE, INC.",PEET'S COFFEE & TEA,04/09/2018,12/01/2018,04/05/2018,400-410 N MICHIGAN AVE,400,400-410,N,MICHIGAN,AVE,CHICAGO,IL,60611,42,48,42-48,18,41.889397883,-87.624390395,"(41.88939788330036, -87.62439039457111)"
1131975,222381,1,4356 RESTAURANT INC.,MONTY GAELS TAVERN & GRILL,04/09/2018,12/01/2018,04/09/2018,4356 N LEAVITT ST,4356,4356,N,LEAVITT,ST,CHICAGO,IL,60618,47,8,47-8,19,41.96123477,-87.68397223,"(41.96123477031228, -87.68397223026997)"
1131880,22622,5,"PEET'S COFFEE, INC.",PEET'S COFFEE & TEA,04/09/2018,12/01/2018,04/05/2018,41 E 8TH ST,41,41,E,8TH,ST,CHICAGO,IL,60605,4,58,4-58,1,41.871729899,-87.625975417,"(41.8717298990094, -87.6259754174694)"
1131619,276924,1,BRIDGEPORT COFFEE HOUSE INC,BRIDGEPORT COFFEE HOUSE INC,04/09/2018,12/01/2018,03/22/2018,3101 S MORGAN ST,3101,3101,S,MORGAN,ST,CHICAGO,IL,60608,11,5,11-5,9,41.837942966,-87.650992722,"(41.83794296556336, -87.65099272245669)"
1131503,9763,1,157 OHIO GRILL INC.,Sayat Nova,04/09/2018,12/01/2018,04/05/2018,157 E OHIO ST,157,157,E,OHIO,ST,CHICAGO,IL,60611,42,53,42-53,18,41.892442023,-87.623147475,"(41.89244202292865, -87.62314747525059)"
1131293,314041,1,"BOTTLENECK, INC.",THE BOUNDARY,04/09/2018,12/01/2018,03/22/2018,1932 W DIVISION ST,1932,1932,W,DIVISION,ST,CHICAGO,IL,60622,1,17,1-17,14,41.903318259,-87.676182079,"(41.903318259235434, -87.67618207856104)"
1131292,368477,1,BOTTLENECK WELLS LLC,OLD TOWN POUR HOUSE,04/09/2018,12/01/2018,03/22/2018,1417-1419 N WELLS ST,1417,1417-1419,N,WELLS,ST,CHICAGO,IL,,27,54,27-54,18,41.908190475,-87.634472296,"(41.90819047476291, -87.63447229558089)"
1132730,376689,1,MODERN ASIAN KITCHEN LLC,MODERN ASIAN KITCHEN,04/06/2018,12/01/2018,04/05/2018,1924 W DIVISION ST,1924,1924,W,DIVISION,ST,CHICAGO,IL,60622,1,17,1-17,14,41.90332445,-87.675825455,"(41.90332444964588, -87.67582545503593)"
1132702,423971,1,EDGEWATER TACOS LLC,Edgewater Tacos,04/06/2018,12/01/2018,04/06/2018,5624 N BROADWAY,5624,5624,N,BROADWAY,,CHICAGO,,60660,48,1,48-1,20,41.984396947,-87.660239714,"(41.984396946897796, -87.66023971385746)"
1132694,364338,1,TEQUILA555 CORPORATION,BLUE AGAVE TEQUILA BAR & RESTAURANT,04/06/2018,12/01/2018,04/06/2018,579 W KINZIE ST,579,579,W,KINZIE,ST,CHICAGO,IL,60654,42,18,42-18,12,41.888939826,-87.642798888,"(41.88893982614996, -87.64279888763235)"
1132676,377222,1,JADAMO CORP.,KURAH,04/06/2018,12/01/2018,04/06/2018,1355 S MICHIGAN AVE,1355,1355,S,MICHIGAN,AVE,CHICAGO,IL,60605,3,60,3-60,1,41.864248797,-87.623933627,"(41.864248796634286, -87.62393362748476)"
1132674,64043,1,THE TEQUILLA CORPORATION,BLUE AGAVE,04/06/2018,12/01/2018,04/06/2018,1050 N STATE ST,1050,1050,N,STATE,ST,CHICAGO,IL,60610,2,4,2-4,18,41.901867357,-87.628492145,"(41.901867356818784, -87.62849214526828)"
1132577,308271,1,KATHY A DECARLO,KATHY DE'S,04/06/2018,12/01/2018,04/06/2018,3642 S PARNELL AVE,3642,3642,S,PARNELL,AVE,CHICAGO,IL,60609,11,22,11-22,9,41.827724963,-87.640085194,"(41.82772496307889, -87.64008519409887)"
1132575,63203,2,"TOONS, INC.",TOON'S BAR & GRILL,04/06/2018,12/01/2018,04/06/2018,3857 N SOUTHPORT AVE,3857,3857,N,SOUTHPORT,AVE,CHICAGO,IL,60613,44,25,44-25,19,41.952401641,-87.664018273,"(41.95240164062764, -87.66401827319031)"
1132506,3732,1,"LAGO, INC.",CLUB LAGO,04/06/2018,12/01/2018,04/06/2018,331 W SUPERIOR ST,331,331,W,SUPERIOR,ST,CHICAGO,IL,60654,42,68,42-68,18,41.895445259,-87.637071412,"(41.89544525871272, -87.63707141187533)"
1132504,390355,1,MAJ RESTAURANT LLC,7 LIONS BAR AND CELLAR,04/06/2018,12/01/2018,04/06/2018,130 S MICHIGAN AVE,130,130,S,MICHIGAN,AVE,CHICAGO,IL,60603,42,9,42-9,1,41.880073629,-87.624511822,"(41.880073629276374, -87.62451182182063)"
1132378,5948,7,"FRONTERA GRILL, INC.",XOCO,04/06/2018,12/01/2018,04/06/2018,65 W ILLINOIS ST,65,65,W,ILLINOIS,ST,CHICAGO,IL,60654,42,55,42-55,18,41.890718883,-87.630586576,"(41.89071888319747, -87.63058657588671)"
1132323,5948,8,"FRONTERA GRILL, INC.",FRONTERA GRILL/TOPOLOBAMPO,04/06/2018,12/01/2018,04/06/2018,443-447 N CLARK ST,443,443-447,N,CLARK,ST,CHICAGO,IL,60654,42,55,42-55,18,41.8904973,-87.630949205,"(41.89049729980384, -87.6309492051983)"
1132096,401695,1,"HOLY BASIL, LLC",MANGO PICKLE,04/06/2018,12/01/2018,04/06/2018,5842 N BROADWAY,5842,5842,N,BROADWAY,,CHICAGO,IL,60660,48,48,48-48,20,41.988272104,-87.660358696,"(41.98827210388373, -87.66035869613218)"
1131921,393307,1,ALULU LLC,ALULU,04/06/2018,12/01/2018,03/21/2018,2011 S LAFLIN ST,2011,2011,S,LAFLIN,ST,CHICAGO,IL,60608,25,7,25-7,12,41.854738737,-87.663537534,"(41.85473873651925, -87.66353753442561)"
1131857,220603,1,"SLA UNO, INC.",PIZZERIA UNO CHICAGO BAR & GRILL,04/06/2018,12/01/2018,04/05/2018,29 E OHIO ST,29,29,E,OHIO,ST,CHICAGO,IL,60611,42,22,42-22,18,41.892383417,-87.626804787,"(41.89238341663872, -87.6268047865619)"
1131712,269555,1,QDOBA RESTAURANT CORPORATION,Qdoba Mexican Eats #2154,04/06/2018,12/01/2018,04/05/2018,175 W JACKSON BLVD,175,175,W,JACKSON,BLVD,CHICAGO,IL,60604,42,49,42-49,1,41.878014487,-87.63318903,"(41.878014487249544, -87.63318903001444)"
1131711,269555,7,QDOBA RESTAURANT CORPORATION,Qdoba Mexican Eats #2621,04/06/2018,12/01/2018,04/05/2018,100 N LA SALLE ST,100,100,N,LA SALLE,ST,CHICAGO,IL,60602,42,9,42-9,1,41.883237175,-87.632555577,"(41.88323717511991, -87.63255557700788)"
1131633,220608,1,"SLA SU CASA, INC.",SU CASA,04/06/2018,12/01/2018,04/05/2018,49 E ONTARIO ST,49,49,E,ONTARIO,ST,CHICAGO,IL,60611,42,22,42-22,18,41.89319256,-87.626172814,"(41.89319255965124, -87.62617281400281)"
1131501,17500,1,"ENTROPY, INC.",FOUR MOON TAVERN,04/06/2018,12/01/2018,04/06/2018,1847 W ROSCOE ST,1847,1847,W,ROSCOE,ST,CHICAGO,IL,60657,47,9,47-9,19,41.943140963,-87.675707395,"(41.94314096316059, -87.67570739466916)"
1131496,17900,1,"FADO CHICAGO, L.L.C.",FADO IRISH PUB,04/06/2018,12/01/2018,03/22/2018,100 W GRAND AVE,100,100,W,GRAND,AVE,CHICAGO,IL,60654,42,46,42-46,18,41.89173502,-87.631201689,"(41.891735020379166, -87.63120168879202)"
1131472,86114,3,CHEF LUCIANO,CHEF LUCIANO,04/06/2018,12/01/2018,04/05/2018,43-51 E CERMAK RD,43,43-51,E,CERMAK,RD,CHICAGO,IL,60616,3,3,3-3,1,41.852742931,-87.62533627,"(41.852742931402474, -87.62533627001545)"
1131385,24834,1,"J. P. GRAZIANO GROCERY CO., INC.",J.P. GRAZIANO GROCERY CO INC.,04/06/2018,12/01/2018,04/05/2018,901 W RANDOLPH ST,901,901,W,RANDOLPH,ST,CHICAGO,IL,60607,27,1,27-1,12,41.884256704,-87.649826703,"(41.88425670381661, -87.64982670264364)"
1132749,387416,2,"PB RESTAURANTS, LLC",PROTEIN BAR,04/05/2018,12/01/2018,04/05/2018,33 S WABASH AVE,33,33,S,WABASH,AVE,CHICAGO,,60603,42,42,42-42,1,41.881243983,-87.626038288,"(41.881243983365586, -87.6260382875614)"
1132748,387416,4,"PB RESTAURANTS, LLC",THRIVE 360 EATERY,04/05/2018,12/01/2018,04/05/2018,37 S LA SALLE ST,37,37,S,LA SALLE,ST,CHICAGO,,60603,42,9,42-9,1,41.880975882,-87.63219045,"(41.88097588154744, -87.63219044977222)"
1132713,387416,3,"PB RESTAURANTS, LLC",PROTEIN BAR,04/05/2018,12/01/2018,04/05/2018,151 N MICHIGAN AVE,151,151,N,MICHIGAN,AVE,CHICAGO,IL,60601,42,44,42-44,1,41.884540111,-87.624308522,"(41.88454011059238, -87.62430852246028)"
1132712,359707,1,"PB WASHINGTON, LLC",PROTEIN BAR,04/05/2018,12/01/2018,04/05/2018,221 W WASHINGTON ST,221,221,W,WASHINGTON,ST,CHICAGO,IL,60606,42,9,42-9,1,41.88309963,-87.634489437,"(41.883099629998725, -87.63448943715312)"
1132711,359705,1,"PB RIVER NORTH, LLC",PROTEIN BAR,04/05/2018,12/01/2018,04/05/2018,352 N CLARK ST,352,352,N,CLARK,ST,CHICAGO,IL,60654,42,46,42-46,18,41.888958604,-87.631200536,"(41.88895860442257, -87.63120053588167)"
1132626,402728,1,AREPAS 312 LLC,BIEN ME SABE VENEZUELAN CAFE & RESTAURANT,04/05/2018,12/01/2018,04/05/2018,1637 W MONTROSE AVE,1637,1637,W,MONTROSE,AVE,CHICAGO,IL,60613,47,39,47-39,19,41.961461421,-87.670756999,"(41.96146142077134, -87.67075699851459)"
1132620,392738,1,FLIPSIDE CAFE INC.,SAME DAY CAFE,04/05/2018,12/01/2018,04/05/2018,2651 N KEDZIE AVE,2651,2651,N,KEDZIE,AVE,CHICAGO,IL,60647,32,7,32-7,14,41.929945756,-87.707226625,"(41.92994575551201, -87.70722662513178)"
1132538,417358,3,HERO COFFEE VENTURES LLC,HERO COFFEE,04/05/2018,12/01/2018,04/05/2018,2111 W ROSCOE ST,2111,2111,W,ROSCOE,ST,CHICAGO,IL,60618,32,15,32-15,19,41.94307105,-87.681355224,"(41.94307105046144, -87.68135522357547)"
1132434,411230,1,CAFE 222 LLC,TASTE 222,04/05/2018,12/01/2018,04/05/2018,222 N CANAL ST,222,222,N,CANAL,ST,CHICAGO,,60606,42,18,42-18,12,41.886431708,-87.640004276,"(41.886431708471434, -87.64000427590551)"
1132360,400991,1,"CAFE RAFAELO, INC.","CAFE RAFAELO, INC.",04/05/2018,12/01/2018,04/05/2018,5645 N LINCOLN AVE,5645,5645,N,LINCOLN,AVE,CHICAGO,IL,60659,40,2,40-2,20,41.984079929,-87.696491825,"(41.98407992903923, -87.69649182480227)"
1132353,14987,1,UKRAINIAN VILLAGE INC,MR. BROWN'S LOUNGE,04/05/2018,12/01/2018,04/05/2018,2301 W CHICAGO AVE,2301,2301,W,CHICAGO,AVE,CHICAGO,IL,60622,1,6,1-6,12,41.895673385,-87.684515538,"(41.8956733853015, -87.68451553845719)"
1132268,314194,1,"TICE, INC.",STANDARD BAR & GRILL,04/05/2018,12/01/2018,04/05/2018,1332 N MILWAUKEE AVE,1332,1332,N,MILWAUKEE,AVE,CHICAGO,IL,60642,1,5,1-5,14,41.90588472,-87.670665085,"(41.90588472017225, -87.6706650851081)"
1132002,392994,1,"CANALU, LLC",DINOTTO PIZZERIA (CATERING),04/05/2018,12/01/2018,03/22/2018,1551 N WELLS ST,1551,1551,N,WELLS,ST,CHICAGO,IL,,27,54,27-54,18,41.910626751,-87.634547158,"(41.91062675138243, -87.63454715819464)"
1131902,284728,1,ELEVEN CITY DINER LLC,ELEVEN CITY DINER,04/05/2018,12/01/2018,03/30/2018,1112 S WABASH AVE,1112,1112,S,WABASH,AVE,CHICAGO,IL,,4,58,4-58,1,41.868834105,-87.62600895,"(41.868834104881586, -87.62600895041179)"
1131871,215265,1,BOSNAM FOOD RESTAURANT CORP.,CAFE RESTAURANT ART,04/05/2018,12/01/2018,04/05/2018,4658 N ROCKWELL ST,4658,4658,N,ROCKWELL,ST,CHICAGO,IL,60625,47,15,47-15,19,41.966571693,-87.693893491,"(41.966571693001114, -87.69389349093929)"
1131404,222564,1,"BREAD & OLIVE, INC.",MILK & HONEY CAFE,04/05/2018,12/01/2018,03/19/2018,1920 W DIVISION ST,1920,1920,W,DIVISION,ST,CHICAGO,IL,60622,1,17,1-17,14,41.903327164,-87.675668943,"(41.903327164313254, -87.67566894260618)"
1131294,305393,3,"SOUTH LOOP HOLDINGS, LLC",CAFE BIONDA,04/05/2018,12/01/2018,04/05/2018,1924 S STATE ST,1924,1924,S,STATE,ST,CHICAGO,IL,60616,3,64,3-64,1,41.855829931,-87.627303371,"(41.855829930870314, -87.62730337123723)"
1132740,394580,2,2878 N LINCOLN LLC,LEFT COAST FOOD + JUICE,04/04/2018,12/01/2018,04/04/2018,2870-2878 N LINCOLN AVE,2870,2870-2878,N,LINCOLN,AVE,CHICAGO,IL,60657,32,8,32-8,19,41.93400462,-87.660945521,"(41.93400462046093, -87.66094552143197)"
1132709,397344,1,LUKES LOBSTER XIV LLC,LUKE'S LOBSTER,04/04/2018,12/01/2018,04/04/2018,134 N LA SALLE ST,134,134,N,LA SALLE,ST,CHICAGO,IL,60602,42,9,42-9,1,41.884111267,-87.632576385,"(41.88411126733353, -87.63257638523856)"
1132596,420,1,Y. KATSUMURA CORP.,YOSHI'S CAFE,04/04/2018,12/01/2018,04/04/2018,3257 N HALSTED ST,3257,3257,N,HALSTED,ST,CHICAGO,IL,60657,44,37,44-37,19,41.941696341,-87.649176566,"(41.94169634075317, -87.64917656601214)"
1132450,400223,1,"CAFFE UMBRIA, INC.","CAFFE UMBRIA, INC.",04/04/2018,12/01/2018,04/04/2018,346 N CLARK ST,346,346,N,CLARK,ST,CHICAGO,IL,60654,42,46,42-46,18,41.888742941,-87.631196181,"(41.88874294130651, -87.63119618117902)"
1132314,413386,1,"FAIRGROUNDS 3, LLC",FAIRGROUNDS,04/04/2018,12/01/2018,04/04/2018,12 S MICHIGAN AVE,12,12,S,MICHIGAN,AVE,CHICAGO,IL,60603,42,9,42-9,1,41.8818033,-87.624504274,"(41.881803300378394, -87.62450427385279)"
1132282,402971,1,"CENTENNIAL CHICAGO, LLC",CENTENNIAL CRAFTED BEER & EATERY,04/04/2018,12/01/2018,04/04/2018,733 N LA SALLE DR,733,733,N,LA SALLE,DR,CHICAGO,IL,60654,2,57,2-57,18,41.895740116,-87.632546348,"(41.89574011574603, -87.63254634833253)"
1132018,424177,1,JACKSON MARKET LLC,BEATRIX MARKET,04/04/2018,12/01/2018,04/04/2018,23 E JACKSON BLVD,23,23,E,JACKSON,BLVD,CHICAGO,,60604,4,21,4-21,1,41.878118514,-87.62680983,"(41.87811851405508, -87.62680983020252)"
1131818,20564,1,"FEZ, INC",GT FISH & OYSTERS,04/04/2018,12/01/2018,04/04/2018,531 N WELLS ST,531,531,N,WELLS,ST,CHICAGO,IL,60610,42,46,42-46,18,41.891629914,-87.633923031,"(41.89162991443056, -87.63392303068903)"
1131548,22633,7,"CHIPOTLE MEXICAN GRILL, INC.",CHIPOTLE MEXICAN GRILL,04/04/2018,12/01/2018,03/20/2018,291 E ONTARIO ST,291,291,E,ONTARIO,ST,CHICAGO,IL,60611,42,41,42-41,18,41.893293677,-87.620392895,"(41.89329367658513, -87.62039289469121)"
1131547,22633,35,"CHIPOTLE MEXICAN GRILL, INC.",CHIPOTLE,04/04/2018,12/01/2018,03/20/2018,311 S WACKER DR,311,311,S,WACKER,DR,CHICAGO,IL,60606,42,12,42-12,1,41.877791648,-87.636524344,"(41.877791648104406, -87.63652434443534)"
1131281,275920,1,"6148 MILWAUKEE, INC.",JET'S PUBLIC HOUSE,04/04/2018,12/01/2018,04/04/2018,6148 N MILWAUKEE AVE,6148,6148,N,MILWAUKEE,AVE,CHICAGO,IL,,39,51,39-51,16,41.993375763,-87.784275219,"(41.993375763055695, -87.7842752194862)"
1132728,4127,2,"MART ANTHONY, INC.",MART ANTHONY,04/03/2018,12/01/2018,04/03/2018,1200 W HUBBARD ST,1200,1200,W,HUBBARD,ST,CHICAGO,IL,60642,27,18,27-18,12,41.890097388,-87.657441027,"(41.89009738805929, -87.65744102745799)"
1132440,414224,2,"ME RESTAURANTS II, INC.",LOWCOUNTRY 2,04/03/2018,12/01/2018,04/03/2018,1132 S WABASH AVE,1132,1132,S,WABASH,AVE,CHICAGO,,60605,4,16,4-16,1,41.868262621,-87.62598812,"(41.86826262122412, -87.62598811966616)"
1132439,63414,178,STARBUCKS CORPORATION,STARBUCKS COFFEE #28867,04/03/2018,12/01/2018,04/03/2018,333 N MICHIGAN AVE,333,333,N,MICHIGAN,AVE,CHICAGO,,60601,42,40,42-40,1,41.887542941,-87.624407002,"(41.88754294139151, -87.62440700245574)"
1132317,318860,2,"RED DOLPHIN ENTERPRISES, LLC",BRANDO'S,04/03/2018,12/01/2018,04/03/2018,343 S DEARBORN ST,343,343,S,DEARBORN,ST,CHICAGO,IL,60604,4,49,4-49,1,41.877146786,-87.629121233,"(41.877146786216336, -87.62912123316899)"
1132316,318860,2,"RED DOLPHIN ENTERPRISES, LLC",BRANDO'S,04/03/2018,12/01/2018,04/03/2018,338 S PLYMOUTH CT,338,338,S,PLYMOUTH,CT,CHICAGO,IL,60604,4,49,4-49,1,41.877121247,-87.628866569,"(41.877121247275554, -87.62886656853784)"
1131720,10773,1,"SPICE, INC.",THE NORTHMAN,04/03/2018,12/01/2018,04/03/2018,4337 N LINCOLN AVE,4337,4337,N,LINCOLN,AVE,CHICAGO,IL,60618,47,28,47-28,19,41.960573237,-87.683096373,"(41.96057323674521, -87.6830963733796)"
1131551,375082,1,"UMAI, INC.",UMAI,04/03/2018,12/01/2018,04/03/2018,730 S CLARK ST,730,730,S,CLARK,ST,CHICAGO,IL,60605,4,1,4-1,1,41.872780614,-87.630771512,"(41.87278061406621, -87.63077151242979)"
1131530,294504,1,PEOPLE CHICAGO INC.,HIGH NOON SALOON,04/03/2018,12/01/2018,04/03/2018,1560 N MILWAUKEE AVE,1560,1560,N,MILWAUKEE,AVE,CHICAGO,IL,60622,1,8,1-8,14,41.909773712,-87.676747945,"(41.9097737118627, -87.67674794453644)"
1131528,340503,1,BOSPHORUS INC.,Fifolet Cajun,04/03/2018,12/01/2018,04/03/2018,1942 W DIVISION ST,1942,1942,W,DIVISION,ST,CHICAGO,IL,60622,1,17,1-17,14,41.903311984,-87.676573371,"(41.903311984082535, -87.67657337106594)"
1131525,330859,2,"FLORIOLE BAKERY, L.L.C.",FLORIOLE BAKERY LLC,04/03/2018,12/01/2018,04/03/2018,1220 W WEBSTER AVE,1220,1220,W,WEBSTER,AVE,CHICAGO,IL,60614,43,47,43-47,18,41.921763099,-87.659241874,"(41.92176309903512, -87.65924187372441)"
1132707,23358,1,"SAULT WEST 118, INC.",DYLAN'S TAVERN & GRILL,04/03/2018,12/01/2018,04/02/2018,118 S CLINTON ST,118,118,S,CLINTON,ST,CHICAGO,IL,60661,42,12,42-12,1,41.879957071,-87.641280004,"(41.87995707099538, -87.64128000375057)"
1132547,396907,1,"SOCIALE CHICAGO CAFE PRESS CHICAGO, LLC",SOCIALE AND CAFE PRESS,04/03/2018,12/01/2018,04/02/2018,800 S CLARK ST,800,800,S,CLARK,ST,CHICAGO,IL,60605,4,1,4-1,1,41.872164396,-87.630755777,"(41.87216439605228, -87.63075577691671)"
1132169,331116,1,"SIT DOWN, INC.",THE SIT DOWN,04/03/2018,12/01/2018,04/03/2018,1312 E 53RD ST,1312,1312,E,53RD,ST,CHICAGO,IL,60615,4,1,4-1,2,41.799589605,-87.594447823,"(41.79958960469768, -87.59444782270101)"
1132621,401588,1,JING JAI CORP.,JJ THAI STREET FOOD,04/02/2018,12/01/2018,04/02/2018,1715 W CHICAGO AVE,1715,1715,W,CHICAGO,AVE,CHICAGO,IL,60622,1,23,1-23,12,41.895912773,-87.670339343,"(41.895912773234315, -87.6703393429999)"
1132438,18847,2,SUSHI NANIWA INC,BAR CARGO,04/02/2018,12/01/2018,04/02/2018,605 - 607 N WELLS ST,605,605 - 607,N,WELLS,ST,CHICAGO,,60654,42,39,42-39,18,41.892574337,-87.633948801,"(41.8925743372172, -87.63394880128168)"
1132322,412328,1,"FERRERO U.S.A., INC.",NUTELLA FERRERO & NUTELLA CAFE,04/02/2018,12/01/2018,04/02/2018,189 N MICHIGAN AVE,189,189,N,MICHIGAN,AVE,CHICAGO,IL,60601,42,44,42-44,1,41.88545215,-87.624348109,"(41.88545214994152, -87.62434810943418)"
1132153,359530,1,FIN SUSHI BAR INC.,FIN SUSHI BAR,04/02/2018,12/01/2018,04/02/2018,1742 W WILSON AVE,1742,1742,W,WILSON,AVE,CHICAGO,IL,60640,47,34,47-34,19,41.965299735,-87.672592297,"(41.965299735031415, -87.67259229705587)"
1132084,351881,1,"HAYMARKET BREWING COMPANY, LLC",Haymarket Pub & Brewery,04/02/2018,12/01/2018,04/02/2018,737-41 W RANDOLPH ST,737,737-41,W,RANDOLPH,ST,CHICAGO,IL,60661,27,1,27-1,12,41.884299517,-87.647213323,"(41.88429951671007, -87.64721332276186)"
1132039,9343,2,"BEAT KITCHEN, INC.",BEAT KITCHEN,04/02/2018,12/01/2018,03/30/2018,2100 W BELMONT AVE,2100,2100,W,BELMONT,AVE,CHICAGO,IL,60618,32,42,32-42,19,41.939651932,-87.680903205,"(41.93965193153802, -87.6809032053269)"
1131956,412174,1,"Edge of Sweetness, LLC",Edge of Sweetness,04/02/2018,12/01/2018,03/21/2018,6034 N BROADWAY,6034,6034,N,BROADWAY,,CHICAGO,IL,60660,48,51,48-51,24,41.991842882,-87.660471421,"(41.99184288216862, -87.66047142116385)"
1132032,85646,11,"JESUS PEOPLE, U.S.A., FULL GOSPEL MINISTRIES",EVERYBODY'S COFFEE,03/29/2018,12/01/2018,03/22/2018,935-937 W WILSON AVE,935,935-937,W,WILSON,AVE,CHICAGO,IL,60640,46,26,46-26,19,41.96533475,-87.65377547,"(41.96533475021083, -87.65377546985945)"
1131966,274206,2,"G & K GOURMET PROVISIONS, L.L.C.",PASTORAL,03/29/2018,12/01/2018,03/29/2018,2945-2947 N BROADWAY,2945,2945-2947,N,BROADWAY,,CHICAGO,IL,60657,44,23,44-23,19,41.936248303,-87.644120913,"(41.93624830273888, -87.64412091275041)"
1131922,381411,1,LA STORIA LLC,LA STORIA,03/29/2018,12/01/2018,03/29/2018,1154-1156 N DEARBORN ST,1154,1154-1156,N,DEARBORN,ST,CHICAGO,IL,60610,2,36,2-36,18,41.90346708,-87.630119457,"(41.90346708011186, -87.63011945700312)"
1131918,377784,1,"NORTH BUENA MARKET, INC.",NORTH BUENA MARKET,03/29/2018,12/01/2018,03/29/2018,4200 N BROADWAY,4200,4200,N,BROADWAY,,CHICAGO,IL,60613,46,25,46-25,19,41.958483563,-87.653214489,"(41.95848356330247, -87.65321448916944)"
1131893,392142,1,5101 HOSPITALITY LLC,BAR ROMA,03/29/2018,12/01/2018,03/28/2018,5101 N CLARK ST,5101,5101,N,CLARK,ST,CHICAGO,IL,60640,47,19,47-19,20,41.974420574,-87.668066561,"(41.97442057406896, -87.66806656121211)"
1131873,34110,1,"GLASCOTT'S GROGGERY, INC.",GLASCOTT'S GROGGERY,03/29/2018,12/01/2018,03/29/2018,2158 N HALSTED ST,2158,2158,N,HALSTED,ST,CHICAGO,IL,60614,43,41,43-41,18,41.921723647,-87.64877701,"(41.92172364683801, -87.64877700980905)"
